name,num_workers,outer,inner,N,nnz,csrmkl_sd,csrmkl_mflops,csrmkl_sum,csriemkl_sd,csriemkl_mflops,csriemkl_sum
barrier2-12,5,30,25,115625,2158759,444.557073,7894.64,13961,197.687521,6610.24,17029
ohne2,5,30,25,181343,6869939,178.263394,8167.41,833,347.768264,8586.85,833
para-6,5,30,25,155924,2094873,146.319876,8178.7,61546,122.877112,7589.57,5702
para-10,5,30,25,155924,2094873,40.890591,5850.77,39515,566.027874,7321.86,8064
barrier2-4,5,30,25,113076,2129496,113.997665,8045.85,53020,34.398101,6520.87,64396
barrier2-11,5,30,25,115625,2158759,88.038553,7966.66,39116,61.054816,6446.1,37612
nmos3,5,30,500,18588,237130,263.995782,13430.8,39833,373.113675,15290.5,23117
barrier2-1,5,30,25,113076,2129496,130.346192,8010.4,33186,108.395811,6469.2,5788
barrier2-2,5,30,25,113076,2129496,97.322539,8018.93,29932,71.937468,6516.93,42783
para-4,5,30,25,153226,2930882,69.833032,7866.91,51037,71.704362,6418.39,3775
para-8,5,30,25,155924,2094873,24.132114,7987.37,31946,197.203789,7578.1,65038
para-5,5,30,25,155924,2094873,104.902079,7958.06,14578,463.449423,7445.56,19242
lhr04,5,30,2500,4101,81057,671.659333,14475.4,29523,632.201368,16267.4,29523
lhr11c,5,30,500,10964,233741,937.104452,14658.3,60473,795.475714,9547.39,60473
lhr10,5,30,500,10672,228395,237.285788,16074.5,20471,578.462690,16954.1,20471
lhr17,5,30,500,17576,379761,539.988216,15377.7,49073,770.097398,16375.1,49073
lhr14c,5,30,500,14270,307858,1128.848722,15395.3,43654,258.806359,16224.4,43654
lhr14,5,30,500,14270,305750,222.559083,15176.9,12108,759.030790,15326.8,12108
lhr71,5,30,25,70304,1494006,434.935058,13390.1,23506,1558.500626,10198.8,23506
lhr71c,5,30,25,70304,1528092,126.960919,13121.9,17375,412.908312,13529,17375
lhr17c,5,30,500,17576,381975,525.609359,16267.2,58921,540.646661,17276.6,58921
lhr01,5,30,5000,1477,18427,569.274670,10548.6,14248,1201.622639,11487.1,14248
lhr11,5,30,500,10964,231806,653.569646,13993.6,33747,441.901892,14704.2,33747
lhr07c,5,30,500,7337,156508,1050.978519,15380.2,32584,849.650196,16590.2,32584
lhr10c,5,30,500,10672,232633,664.355024,16198.9,22052,1318.183488,10625,22052
lhr02,5,30,5000,2954,36875,1774.079953,10971,45896,286.162111,14197.1,45896
lhr04c,5,30,2500,4101,82682,413.130486,14686.4,13957,1026.682521,16046,13957
lhr34c,5,30,500,35152,764014,1392.489649,18128.3,52422,1108.143403,18837.9,52422
lhr07,5,30,500,7337,154660,1146.221908,14610.1,46003,794.212528,16308.3,46003
lhr34,5,30,500,35152,746972,2122.241164,14294.9,55083,713.091956,18661.5,55083
bundle_adj,5,30,25,513351,20207907,33.861783,5055.69,58464,598.914411,8484.3,22412
Ill_Stokes,5,30,500,20896,191368,523.605088,10800.9,42783,1201.279221,12260.1,45846
nemeth22,5,30,25,9506,1358832,2750.747879,15254.6,48863,386.895301,21849.7,16260
nemeth26,5,30,25,9506,1511760,614.513182,15566.9,53337,314.610132,20545.1,55927
nemeth08,5,30,500,9506,394816,1381.316891,20242.4,46318,1234.732565,11042.4,57309
nemeth12,5,30,500,9506,446818,642.253745,21139.8,42585,837.947175,18295.1,29438
nemeth21,5,30,25,9506,1173746,1829.366649,19061.3,57154,315.793532,22662.2,63739
nemeth13,5,30,500,9506,474472,1777.297065,20639,35995,1583.502475,18348.2,24447
nemeth06,5,30,500,9506,394808,1510.500412,20221.1,34956,359.529548,17579.1,48255
nemeth23,5,30,25,9506,1506810,864.440894,15860.6,25082,2646.116523,13360.7,37055
nemeth09,5,30,500,9506,395506,2043.384493,15630.5,46349,41.822831,17720.1,24352
nemeth01,5,30,500,9506,725054,1377.861031,22024.6,24824,1141.917199,19685.3,22125
nemeth20,5,30,500,9506,971870,1050.677051,21820.2,8640,1395.249521,21185.2,47584
nemeth16,5,30,500,9506,587012,1210.772003,20986.4,47431,4707.592574,14680.5,40592
nemeth05,5,30,500,9506,394808,766.444814,20549.8,16850,1162.487722,16977,24664
nemeth10,5,30,500,9506,401448,1807.405967,19985.9,34822,510.079527,17383.8,3353
nemeth18,5,30,500,9506,695234,1462.406313,21771.1,29967,762.516324,21667.8,39506
nemeth07,5,30,500,9506,394812,1220.295964,20230.8,49097,1019.475823,17325.9,46872
nemeth15,5,30,500,9506,539802,2978.697785,14932.8,6924,476.740634,19391.2,13204
nemeth17,5,30,500,9506,629620,1053.833441,21825.8,60037,1292.129321,20485.2,36472
nemeth24,5,30,25,9506,1506550,826.931394,15852.3,60938,233.570688,20472.3,43974
nemeth11,5,30,500,9506,408264,1599.132907,19924.4,53937,381.018121,17658.3,15781
nemeth25,5,30,25,9506,1511758,991.164500,16216.6,55357,3193.568045,14684.4,10593
nemeth19,5,30,500,9506,818302,2505.541871,20708.3,45697,915.288312,22525,22437
nemeth02,5,30,500,9506,394808,1440.422008,20187.3,40507,910.580464,17268.4,48269
nemeth03,5,30,500,9506,394808,731.024794,20652.1,32623,1061.621750,16923.9,50205
nemeth14,5,30,500,9506,496144,1194.095612,20513.8,25565,1302.386110,18888.6,20925
nemeth04,5,30,500,9506,394808,910.811094,20471.8,48634,1341.960190,11425.7,60028
powersim,5,30,2500,15838,64424,488.550022,7438.53,48729,208.351505,9333.63,48729
rajat11,5,30,250000,135,665,48.968818,1127.4,37360,18.102599,1175.44,37360
rajat24,5,30,25,358172,1946979,32.643657,5124.84,15213,22.964189,5419.82,15213
rajat18,5,30,500,94294,479151,296.601497,7173.78,27680,395.623219,8362.72,27680
rajat12,5,30,5000,1879,12818,1088.743696,6866.07,56985,801.617513,5986.04,56985
rajat02,5,30,5000,1960,11187,836.422751,6939.43,44434,367.481549,9211.25,44434
rajat05,5,30,250000,301,1250,38.263843,2185.39,58351,161.193483,2142.89,58351
rajat29,5,30,25,643994,3760246,85.975598,4498.7,57810,337.865078,6068.66,57810
rajat27,5,30,2500,20640,97353,1660.977569,7026.26,50102,321.541038,10074.9,50102
rajat01,5,30,5000,6833,43250,185.069263,9928.83,17323,617.515358,11377,17323
rajat13,5,30,5000,7598,48762,243.449857,9151.39,46997,1207.328785,11982.3,46997
rajat19,5,30,25000,1157,3699,92.903773,4184.93,29718,360.354494,4372.18,29718
rajat26,5,30,500,51032,247528,1091.864133,6250.41,27349,181.117442,8013.85,27349
rajat15,5,30,500,37261,443573,338.765820,10721.1,23635,647.030209,11350.3,23635
rajat28,5,30,500,87190,606489,199.555147,7590.22,55002,1274.216422,7908.83,55002
rajat23,5,30,500,110355,555441,158.037401,6451.11,29012,248.644971,6366.42,29012
rajat22,5,30,500,39899,195429,255.558941,8160.19,16336,593.665150,8482.12,16336
rajat30,5,30,25,643994,6175244,19.619662,5257.24,55849,141.820704,6981.04,55849
rajat21,5,30,25,411676,1876011,158.072669,4323.78,50086,122.932541,4722.53,50086
Raj1,5,30,25,263743,1300261,269.004578,4784.25,37559,75.146780,8821.29,37559
rajat20,5,30,500,86916,604299,161.499541,7657.58,52809,531.722470,9242.85,52809
rajat06,5,30,5000,10922,46983,349.752151,10809.9,9554,1730.307973,11846.1,9554
rajat17,5,30,500,94294,479246,532.434525,7243,17907,360.744254,8451.64,17907
rajat08,5,30,2500,19362,83443,2313.990237,7834.47,10069,601.596534,13359.6,10069
rajat25,5,30,500,87190,606489,535.807459,7235.63,208,141.452005,9401.99,208
rajat04,5,30,25000,1041,8725,367.696411,7237.42,31953,481.077595,8686.36,31953
rajat07,5,30,2500,14842,63913,862.841358,10641.8,51127,657.286509,13195.8,51127
rajat31,5,30,25,4690002,20316253,460.212558,5460.43,43910,272.121586,6171.26,49161
rajat14,5,30,250000,180,1475,163.104539,2713.12,40471,60.830249,2567.87,40471
rajat10,5,30,500,30202,130303,586.244708,11307.6,35301,1673.232681,12482.8,35301
rajat16,5,30,500,94294,476766,209.830237,7417.76,8728,441.723604,8401.58,8728
rajat09,5,30,500,24482,105573,716.275500,11098.6,10949,1561.073492,12440,10949
rajat03,5,30,5000,7602,32653,181.904535,10397.9,47824,2065.939934,10016.6,29992
rdist2,5,30,2500,3198,56834,2801.146120,11291.6,18140,564.660116,16140,18140
extr1,5,30,5000,2837,10967,257.867948,7909.83,62958,73.511013,8242.12,62958
rdist1,5,30,2500,4134,94408,310.812874,16707,7426,608.244745,14343.3,34307
rdist3a,5,30,2500,2398,61896,1372.798185,16815.9,32849,990.641300,13542.6,42358
extr1b,5,30,5000,2836,10965,308.475733,7953.24,8764,266.413719,8112.71,8764
hydr1,5,30,5000,5308,22680,828.375999,9644.85,33560,874.833964,9374.44,33560
hydr1c,5,30,5000,5308,22592,342.762851,9723.48,45469,547.401969,9703.11,45469
radfr1,5,30,5000,1048,13299,605.261054,9417.27,13943,962.271605,9944.53,13943
plbuckle,5,30,5000,1282,30644,1097.550276,10289.7,60747,3250.555086,12896.9,33907
g3rmt3m3,5,30,500,5357,207695,958.477618,18305.3,42639,1130.645307,17728.6,42639
smt,5,30,25,25710,3749582,204.374116,9143.19,57183,258.162674,9284.39,57183
engine,5,30,25,143571,4706073,58.962956,6242.23,34803,59.368672,7357.37,34803
t2d_q4,5,30,2500,9801,87025,683.890145,14885.9,20185,934.047905,22778.3,34027
cbuckle,5,30,500,13681,676515,1195.451230,19693.6,30505,616.469497,19847.3,10755
tube1,5,30,500,21498,897056,1064.073993,18659.8,34231,2327.408966,15331.5,34231
cyl6,5,30,500,13681,714241,3857.952248,18228.1,24851,77.098327,21103,24851
t520,5,30,500,5563,286341,1042.024263,20631.8,2009,1113.495114,16095.8,2009
s4dkt3m2,5,30,25,90449,3753461,13.945146,9059.31,53345,669.795603,11094.3,53345
t2d_q9,5,30,2500,9801,87025,1190.491547,14703.8,20185,44.617073,23390.5,34027
tube2,5,30,500,21498,897056,852.401982,19108.5,49004,3616.833233,12901.6,49004
FEM_3D_thermal1,5,30,500,17880,430740,1001.832819,18562.6,14268,1984.673120,22357.4,6483
thermomech_TK,5,30,500,102158,711558,412.537941,7531.52,6151,1163.875903,6545.94,6151
thermomech_dK,5,30,25,204316,2846228,153.785827,6511.39,19008,61.453058,5878.56,29504
thermomech_dM,5,30,25,204316,1423116,131.033882,5310.46,12061,664.011005,3728.78,12061
thermomech_TC,5,30,500,102158,711558,290.400710,7568.66,863,199.738565,7623.83,863
FEM_3D_thermal2,5,30,25,147900,3489300,67.398437,8742.06,44797,76.066622,12919.2,60245
LeGresley_2508,5,30,5000,2508,16727,980.203091,9518.86,46509,631.982756,10544.5,46509
LeGresley_87936,5,30,500,87936,593276,249.009658,8420.86,31026,1108.305802,7229.23,31026
LeGresley_4908,5,30,5000,4908,30482,693.968456,9790.92,9437,994.994658,11388,9437
epb3,5,30,500,84617,463625,741.090395,9602.91,37060,847.155822,12701,28916
epb1,5,30,2500,14734,95053,878.292834,12119.2,46074,2434.256200,12406.5,31222
epb0,5,30,25000,1794,7764,705.859846,4599.23,54203,344.081403,8000.18,52562
epb2,5,30,500,25228,175027,1349.385432,11847.6,57972,36.059823,13036.2,57972
pesa,5,30,2500,11738,79566,909.176311,11625.1,16014,819.220559,14255.5,16014
nopoly,5,30,2500,10774,70842,653.731542,10460.1,60365,519.765369,11605.1,60365
case9,5,30,500,14454,147972,1306.044154,7211.9,55817,713.848065,7249.35,44360
case39,5,30,25,40216,1042160,420.018996,7779.62,20041,77.120858,12258.7,52978
ted_B_unscaled,5,30,500,10605,144579,980.462034,11688.3,2714,608.643172,15315.8,2712
ted_B,5,30,500,10605,144579,497.643827,12192.4,36616,753.565977,15273.5,62028
ted_A,5,30,500,10605,424587,382.018635,13450.5,1749,1273.482427,15727.5,9307
ted_A_unscaled,5,30,500,10605,424587,375.556739,13403.5,58910,745.224919,15716.4,3211
Chem97ZtZ,5,30,25000,2541,7361,492.413308,4312.96,23769,147.519280,5842.46,23769
ecl32,5,30,500,51993,380415,502.177792,9791.08,1816,558.190770,9311.48,1816
bundle1,5,30,500,10581,770811,177.803464,7823.81,27712,2146.520397,13759.1,29376
li,5,30,25,22695,1215181,1799.153977,17073.5,4210,1477.757090,19064.5,4210
pli,5,30,25,22695,1350309,1017.818187,16178.9,2414,2883.750307,14527.5,2414
av41092,5,30,25,41092,1683902,783.462612,7281.42,10623,132.758235,12463.7,10623
oilpan,5,30,25,73752,2148558,381.808161,9393.5,36877,449.453761,9647.47,36877
copter1,5,30,500,17222,211064,1543.624191,14492.6,32203,3218.435081,13247.1,32203
ldoor,5,30,25,952203,42493817,362.230170,8022.78,18187,368.537403,7989.08,18187
srb1,5,30,25,54924,2962152,282.142754,9350.81,1740,220.192245,10651.3,1740
cvxbqp1,5,30,500,50000,349968,795.933096,12646.8,61625,692.819541,12766.3,61625
apache1,5,30,500,80800,542184,2072.786650,10376.8,14029,4795.087930,17658.7,28738
ramage02,5,30,25,16830,2866352,105.127113,9701.2,5087,107.490338,9851.85,5087
obstclae,5,30,500,40000,197608,573.839143,10936.4,20521,987.197879,21993.3,20521
s3dkq4m2,5,30,25,90449,4427725,95.131405,9248.05,61821,876.122103,10635.3,63627
opt1,5,30,25,15449,1930655,454.993418,9141.3,63851,419.607079,11885.1,63851
torsion1,5,30,500,40000,197608,494.980974,10842.1,20521,694.430827,22097.2,20521
bmw7st_1,5,30,25,141347,7318399,171.329926,9160.73,46502,456.334208,8926.21,46502
crankseg_2,5,30,25,63838,14148858,331.940636,8399.32,52849,162.823107,9607.76,52849
minsurfo,5,30,500,40806,203622,2810.451529,5504.58,61366,1115.554847,21402.1,55526
ford1,5,30,500,18728,101576,650.476577,11022,47794,841.504740,12242.9,47794
crankseg_1,5,30,25,52804,10614210,37.574030,8760.22,7478,218.932347,9532.66,7478
inline_1,5,30,25,503712,36816170,118.413791,8207.34,17694,137.559234,8844.58,17694
hood,5,30,25,220542,9895422,149.736553,8441.52,65071,39.594296,8620.72,65071
s3dkt3m2,5,30,25,90449,3686223,196.570537,8942.85,11953,94.096937,11362.5,4351
jnlbrng1,5,30,500,40000,199200,1177.103227,10547.9,19637,952.753016,22176.3,18576
bmwcra_1,5,30,25,148770,10641602,242.824247,9127.48,60686,135.221211,9219.06,60686
wathen120,5,30,500,36441,565761,620.984098,13872.5,7549,779.079896,15087.2,23578
finance256,5,30,500,37376,298496,1213.550973,13300.4,467,934.419762,12934.3,467
ford2,5,30,500,100196,544688,1355.300756,7798.81,8465,375.655005,8541.14,8465
apache2,5,30,25,715176,4817870,230.993498,6917.27,57245,135.437952,11422.2,15285
pds10,5,30,500,16558,149658,619.472990,12236.5,49888,1731.256942,13763.8,49888
vanbody,5,30,25,47072,2329056,22.074193,9722.62,23601,555.486773,9660.79,23601
gridgena,5,30,500,48962,512084,720.939876,12695.6,25466,1029.481097,16132.1,37975
wathen100,5,30,500,30401,471601,513.463518,18688.8,28881,645.002638,15403.6,30868
hangGlider_1,5,30,25000,360,3477,195.161670,4137.43,46973,476.005389,3279.43,47839
goddardRocketProblem_1,5,30,25000,831,8498,120.652066,7676.42,45461,175.635671,6279.22,19691
hangGlider_2,5,30,5000,1647,14754,845.761920,8178.91,27705,40.359664,3697.41,27692
lowThrust_10,5,30,500,18260,222005,1031.559558,12789.4,8357,564.948623,13240.7,47871
spaceStation_11,5,30,5000,1364,18954,702.792523,9329.74,46941,435.873672,10749.4,6855
lowThrust_13,5,30,500,18476,224897,647.720631,12387.2,3368,1089.586180,9387.43,10759
dynamicSoaringProblem_8,5,30,5000,3543,38136,2553.876913,10805.1,57294,521.008520,10603.3,64848
reorientation_1,5,30,25000,677,7326,243.239200,5081.87,50576,493.433125,4807.99,50576
freeFlyingRobot_7,5,30,5000,3918,31046,583.866173,11334.9,15251,484.999183,11666.9,37169
freeFlyingRobot_13,5,30,5000,5718,43994,2187.948989,9667.25,3736,2409.801665,10410.4,57536
kineticBatchReactor_1,5,30,5000,2052,20600,756.036666,9744.07,2013,286.348298,9633.09,13639
lowThrust_3,5,30,2500,7064,80645,640.905718,13303.1,33777,395.331756,9378.82,61792
freeFlyingRobot_11,5,30,5000,5438,40054,614.088649,11485.3,32183,762.006627,12093.2,29315
kineticBatchReactor_4,5,30,2500,7105,74869,392.086120,11382.5,22018,131.868826,7604.52,15307
freeFlyingRobot_5,5,30,5000,2878,24582,1461.572593,10095.5,62401,813.666918,7171.33,10970
kineticBatchReactor_9,5,30,2500,8115,86183,99.355225,12033.1,49466,243.591794,9949.76,20131
spaceStation_9,5,30,5000,1180,19674,712.206866,10100,26246,305.664105,11887.1,58809
freeFlyingRobot_8,5,30,5000,4398,34958,851.414719,11078.2,20700,838.075224,11872.4,39064
tumorAntiAngiogenesis_1,5,30,250000,205,1783,264.279798,2638.05,53429,109.248618,2336.33,53429
freeFlyingRobot_10,5,30,5000,5218,40080,888.260942,11417.9,40553,1181.361044,7223.91,22579
tumorAntiAngiogenesis_3,5,30,25000,410,3952,785.032298,2603.84,32660,513.935036,2548.76,32660
lowThrust_11,5,30,500,18368,223801,1089.540175,12602.4,15539,182.970800,9382.15,32826
spaceStation_5,5,30,5000,1019,15219,309.505061,9643.15,59088,1003.375556,9547.52,19404
lowThrust_2,5,30,5000,2312,26261,290.424106,11485.1,16098,553.339108,8998.85,36110
spaceStation_3,5,30,25000,467,5103,411.914785,4342.47,326,660.017644,6644.65,20505
orbitRaising_3,5,30,25000,761,6098,182.964695,5568.69,44263,219.393074,6751.3,5972
dynamicSoaringProblem_5,5,30,5000,3271,36789,656.369322,12556.8,11242,464.535427,11005.8,33256
dynamicSoaringProblem_6,5,30,5000,3431,36741,497.538854,12769.9,64242,885.229417,10557,18079
orbitRaising_1,5,30,25000,442,2906,122.749308,2194.51,47669,147.236996,3755.97,57276
lowThrust_5,5,30,500,16262,198369,514.875771,13195.1,12364,1088.087699,12736,35108
orbitRaising_2,5,30,25000,739,6526,147.608676,5792.76,47424,349.277670,6562.41,50587
hangGlider_3,5,30,2500,10260,92703,478.693450,10177.7,32607,190.830480,3373.92,15637
freeFlyingRobot_9,5,30,5000,4778,39964,240.898065,11904.7,44187,659.842994,12020.6,53861
tumorAntiAngiogenesis_2,5,30,25000,305,2699,278.108925,3774.83,52103,107.519797,3312.35,52103
lowThrust_9,5,30,500,18044,219589,1143.679811,12475.3,56004,381.294079,13131.1,22095
tumorAntiAngiogenesis_8,5,30,25000,490,4776,620.256349,4529.76,4100,455.887419,3746.29,4100
reorientation_4,5,30,5000,2717,33630,371.547359,11692.9,31536,604.791584,13363.8,31536
dynamicSoaringProblem_4,5,30,5000,3191,36516,1012.856037,12847.4,2102,624.187463,10786.9,22283
reorientation_7,5,30,5000,3057,37150,1312.546413,11515.8,54037,1198.074420,13097.1,54037
kineticBatchReactor_6,5,30,2500,7773,82500,628.469557,11575.1,25617,134.617075,10590.1,2478
tumorAntiAngiogenesis_4,5,30,25000,455,4593,827.419368,3553.35,1150,673.645476,4377.72,1150
reorientation_5,5,30,5000,2904,35590,443.816656,11446,9994,218.642595,13525.6,9994
lowThrust_6,5,30,500,16928,207349,504.917344,13040.7,6272,278.886304,9379.49,21723
spaceStation_10,5,30,5000,1272,17478,305.844904,10283.4,44257,889.126682,11485.3,40586
freeFlyingRobot_15,5,30,5000,6038,43378,549.816746,11729,54482,683.290224,12469.5,45833
reorientation_3,5,30,5000,2513,32166,806.746619,11820.1,36326,1849.691603,11217.1,36326
spaceStation_13,5,30,5000,1617,23649,1228.465488,8696.31,48262,299.914008,13476.8,65010
spaceStation_2,5,30,25000,329,5817,688.036774,2419.31,3590,897.162482,6144.95,13582
spaceStation_8,5,30,5000,1157,18945,653.508070,10684.3,14144,231.219022,11030.8,44879
kineticBatchReactor_5,5,30,2500,7641,80767,572.741256,11443.8,1597,411.279837,7502.4,9333
kineticBatchReactor_7,5,30,2500,7968,84508,442.316772,11395.2,17323,229.239814,10281.6,62858
goddardRocketProblem_2,5,30,25000,867,9058,436.996448,7561.76,45262,305.616701,8434.97,45262
freeFlyingRobot_2,5,30,5000,1338,11600,311.125587,9020.62,25399,945.213808,8715.16,54200
freeFlyingRobot_14,5,30,5000,5958,43298,768.933959,11403.5,49043,372.199775,12612.2,42620
dynamicSoaringProblem_1,5,30,25000,647,5367,512.029242,5076.05,31483,140.112668,6290.66,10031
dynamicSoaringProblem_2,5,30,5000,1591,15588,850.785431,9313.49,34929,72.828034,8771.09,30779
lowThrust_8,5,30,500,17702,216445,357.257612,13265.6,2239,1029.999398,12704.9,27303
reorientation_8,5,30,5000,3108,37894,205.657266,12320,19014,594.225968,13141.9,19014
freeFlyingRobot_4,5,30,5000,2358,18218,619.623031,9923.09,60286,285.611721,10500,2314
lowThrust_1,5,30,25000,584,6133,543.828244,2459.18,41440,270.785777,5210.45,42225
spaceStation_1,5,30,250000,99,927,60.390230,1619.29,20151,42.184704,2125.11,60335
lowThrust_12,5,30,500,18458,224593,541.423330,12292.2,3666,1816.045899,10361.4,23802
kineticBatchReactor_2,5,30,5000,4361,44840,1685.587511,9838.72,24855,371.479201,11232.3,48662
tumorAntiAngiogenesis_7,5,30,25000,475,4597,545.589993,4299.89,14383,505.363587,4121.6,14383
reorientation_2,5,30,5000,1544,17910,297.942530,10210.9,60488,1007.101093,10609.4,60488
dynamicSoaringProblem_3,5,30,5000,2871,32022,411.661255,12545.5,49344,709.620774,10454.7,31547
freeFlyingRobot_12,5,30,5000,5578,41940,1966.271189,9780.35,48267,2466.067625,10466.4,23039
tumorAntiAngiogenesis_6,5,30,25000,465,4795,353.422180,4121.47,36986,546.480366,3977.75,36986
freeFlyingRobot_16,5,30,5000,6078,44006,677.968672,11354.6,3908,722.747804,12002.1,39808
spaceStation_4,5,30,5000,950,13626,439.830269,8667.39,2292,501.673543,10548.4,50554
lowThrust_4,5,30,500,13562,160947,393.072574,13379.5,56870,678.033675,12676.4,20474
spaceShuttleEntry_4,5,30,5000,2450,39669,1093.340142,11123.4,46469,1752.507899,13216,46469
spaceStation_6,5,30,5000,1111,17595,397.509001,9098.49,46773,502.469579,10625.6,37225
hangGlider_5,5,30,500,16011,155246,1152.503400,11187.8,38190,147.884592,6034.51,32707
lowThrust_7,5,30,500,17378,211561,610.609474,12989.9,38568,799.219681,12846.5,18197
spaceShuttleEntry_3,5,30,5000,1834,28757,1155.384176,11209.1,10137,353.023831,13391.1,10137
kineticBatchReactor_3,5,30,2500,5082,53219,921.062131,11827.3,53335,437.235497,9625.8,42620
orbitRaising_4,5,30,25000,915,7790,317.134833,7174.07,54839,1160.728657,6983.44,37630
freeFlyingRobot_3,5,30,5000,1718,12922,35.191058,9298.18,47335,326.392931,9885,28308
dynamicSoaringProblem_7,5,30,5000,3511,37680,937.040560,12661.4,28493,590.663658,10744,16650
spaceShuttleEntry_2,5,30,5000,1428,24073,364.026836,9612.3,25871,861.798903,11007.7,25871
hangGlider_4,5,30,500,15561,149532,274.845014,11662.4,13612,115.209662,5700.24,8234
kineticBatchReactor_8,5,30,2500,8052,85194,692.962921,11667.1,60916,427.632183,9486.47,64533
freeFlyingRobot_1,5,30,25000,798,5246,605.495317,4468.69,4355,127.555721,6467.97,38205
spaceStation_14,5,30,5000,1640,24324,394.550719,10959.6,31952,549.298834,12875.6,9265
tumorAntiAngiogenesis_5,5,30,25000,460,4690,477.352368,5775.44,44824,304.088505,5658.86,44824
freeFlyingRobot_6,5,30,5000,3358,27030,267.477262,11158.8,56933,600.988493,11163.7,22541
spaceStation_7,5,30,5000,1134,18252,392.222068,10228.4,45266,702.224833,11835.4,23632
reorientation_6,5,30,5000,3006,37342,405.297802,12016.7,25376,2026.651877,9185.16,25376
spaceStation_12,5,30,5000,1410,19728,1546.872125,8814.17,32012,81.646232,11891.1,54477
spaceShuttleEntry_1,5,30,25000,560,6891,337.416088,7139.75,40566,219.238662,5969.45,13557
hep-th,5,30,5000,8361,31502,352.693123,6649.31,138,392.310649,6073.22,138
karate,5,30,250000,34,156,11.810592,292.164,40161,19.334695,302.963,40161
polbooks,5,30,250000,105,882,99.795797,1527.97,3883,16.697629,1663.07,3883
as-22july06,5,30,2500,22963,96872,356.220484,3372.71,8908,118.748542,4375.39,8908
cond-mat-2003,5,30,500,31163,240058,240.423003,5208.05,1377,41.521786,5589.91,1377
astro-ph,5,30,500,16706,242502,1017.027286,7708.51,35878,431.575620,8958,35878
power,5,30,5000,4941,13188,150.123545,6980.67,23614,232.178856,6859.68,23614
lesmis,5,30,250000,77,508,12.293006,1016.58,1954,45.440521,1016.48,1954
netscience,5,30,25000,1589,5484,320.615109,5304.95,10099,503.975382,5200.52,10099
polblogs,5,30,5000,1490,19025,1239.998970,8800.94,33640,2105.188240,10171.1,33640
dolphins,5,30,250000,62,318,9.417019,590.729,31647,26.640034,605.178,31647
celegansneural,5,30,25000,297,2345,105.396458,1276.65,44107,214.788881,1197.08,44107
adjnoun,5,30,250000,112,850,18.700846,1440.5,57716,64.557359,1549.43,57716
cond-mat-2005,5,30,500,40421,351382,283.723269,5047.45,6655,209.909428,5246.08,6655
F2,5,30,25,71505,5294285,290.824503,8095.98,19617,339.447224,9050.29,19617
F1,5,30,25,343791,26837113,24.057431,6352.57,47683,165.357965,7718.97,47683
circuit204,5,30,25000,1020,5883,242.352924,5377.3,36370,913.783945,4808.35,36370
ecology2,5,30,25,999999,4995991,349.633103,6402.24,14959,355.864466,10062.3,33626
ecology1,5,30,25,1000000,4996000,174.273977,5701.26,5015,446.578504,10101.7,17601
amazon-2008,5,30,25,735323,5158388,78.618533,3877.77,28545,106.840509,3965.54,28545
eu-2005,5,30,25,862664,19235140,316.806740,7094.72,35391,189.242845,7578.85,35391
enron,5,30,500,69244,276143,112.560398,5434.59,50893,832.265990,6328.51,50893
cnr-2000,5,30,25,325557,3216152,175.542886,6456.33,59191,79.996542,6650.47,59191
in-2004,5,30,25,1382908,16917053,324.003826,5984.45,34360,169.895762,7123.11,34360
dblp-2010,5,30,25,326186,1615400,94.443256,3608.59,981,45.744599,4036.33,981
atmosmodd,5,30,25,1270432,8814880,283.159622,6973.95,19459,285.625772,11220.2,19096
atmosmodj,5,30,25,1270432,8814880,332.311060,6842.89,5938,479.505553,11189,14799
atmosmodl,5,30,25,1489752,10319760,231.059348,6571,24446,460.939689,10761.4,39872
atmosmodm,5,30,25,1489752,10319760,197.482285,6455.62,9681,292.813424,10797.2,13380
gupta1,5,30,25,31802,2164210,236.869585,9175.19,34748,595.631511,10210.4,34748
gupta2,5,30,25,62064,4248286,74.992465,8045.33,30181,343.549929,9195.61,30181
gupta3,5,30,25,16783,9323427,65.153947,5387.02,45061,227.207541,11766.6,26727
thermal,5,30,2500,3456,66528,1386.055683,13803.4,59153,1815.883026,20579.4,18553
G53,5,30,5000,1000,11828,131.467953,6638.36,54723,437.378872,9425,54723
G2,5,30,5000,800,38352,1211.450560,15774,27957,2395.164809,10946.1,27957
G28,5,30,5000,2000,39980,342.018403,14865.2,34256,370.450698,13894.9,34256
