name,threads,outer,inner,N,nnz,ell_sd,ell_mflops,ell_sum,ellgs_sd,ellgs_mflops,ellgs_sum,bellgs_sd,bellgs_mflops,bellgs_sum
dwt_878,5,30,25000,878,7448,136.658988672,3892.68292683,33265,187.645888074,4752.02041684,33265,263.949023176,4790.73756432,33265
bp_1400,5,30,25000,822,4790,-1,-1,-1,-1,-1,-1,-1,-1,-1
mbeaflw,5,30,5000,496,49920,8.3758346822,661.981169606,6222,10.1498562682,829.006365901,6222,8.56342746809,840.121171323,6222
lock1074,5,30,2500,1074,51588,60.9261538658,2428.05145905,31722,72.2317848308,3284.46519525,31722,293.746936682,3291.45044662,31722
mbeacxc,5,30,5000,496,49920,14.2635404162,655.404814004,46289,13.946503561,825.851990736,46289,10.4172280219,839.414831007,46289
pores_1,5,30,250000,30,180,3.5960137742,521.235521236,8710,26.2685748287,620.975160994,8710,15.9069359774,561.447286338,8710
bcsstk21,5,30,5000,3600,26600,202.687360148,5588.23529412,13688,371.579583311,7208.67208672,13688,554.185208934,8118.00610376,13688
lshp_406,5,30,25000,406,2716,541.312744692,3304.13625304,26569,494.132748343,3720.54794521,26569,722.811719746,4106.85483871,26569
jgl009,5,30,500000,9,50,3.17262741115,405.515004055,50800,9.39074535157,340.986587861,50800,11.9967128408,286.36884307,50800
nnc261,5,30,250000,261,1500,69.4725998629,971.12521041,5462,90.1352212632,1155.56468594,5462,109.65547253,1198.52980344,5462
can_838,5,30,5000,838,10010,28.3164495692,1716.98113208,51559,113.08678577,2154.23242468,51559,158.155288202,2236.03871929,51559
gemat11,5,30,5000,4929,33108,146.234944458,1604.84730974,49432,64.5739202212,2215.56993085,49432,272.589921958,2312.54947614,49432
can_445,5,30,25000,445,3809,55.6421782798,1827.73512476,58573,106.080731433,2355.11129431,58573,189.305331548,2502.62812089,58573
will57,5,30,250000,57,281,38.6415276947,414.57657126,49262,91.1511746359,575.505188422,49262,59.9043798712,498.580553584,49262
nnc1374,5,30,25000,1374,8588,27.7781556978,2124.34036939,27655,55.9383453176,2762.59918507,27655,225.541100438,2882.5240546,27655
fs_183_4,5,30,250000,183,1069,-1,-1,-1,-1,-1,-1,-1,-1,-1
lshp1009,5,30,25000,1009,6865,102.82016725,4463.58907672,13373,269.096885997,5599.51060359,13373,319.041886573,5724.01334074,13373
gr_30_30,5,30,25000,900,7744,208.170476018,4248.71982443,28583,432.959248563,5425.50210182,28583,351.919248857,5633.3656644,28583
bcsstk12,5,30,5000,1473,34241,74.9927042361,3803.1469826,17460,422.845931635,4531.23070137,17460,146.568262967,5251.68711656,17460
lshp1270,5,30,25000,1270,8668,114.12982048,5204.96397118,16043,594.033709288,6497.75112444,16043,260.575206629,7263.68715084,16043
dwt_234,5,30,250000,234,834,76.3333483881,1013.85849745,9098,81.0396501713,1371.56013595,9098,74.3550783981,1340.97974059,9098
fs_760_1,5,30,25000,760,5739,68.7725951045,1497.39085058,5687,47.9442541131,2159.68389363,5687,66.8812686314,2222.69558482,5687
dwt_1242,5,30,5000,1242,10426,98.9761804464,3701.53846154,3091,164.052304376,4988.51674641,3091,164.988609858,5328.44974446,3091
psmigr_3,5,30,500,3140,543160,-1,-1,-1,-1,-1,-1,-1,-1,-1
problem1,5,30,25000,415,2779,81.6871899897,1509.23244026,46097,132.95451353,1836.34361233,46097,120.56695869,1813.96866841,46097
sme3Dc,5,30,25,42930,3148656,-1,-1,-1,-1,-1,-1,-1,-1,-1
sme3Db,5,30,25,29067,2081063,101.508757012,1234.31969158,2259,72.902909876,1571.79984894,2259,22.8770925426,1384.91326531,2259
ns3Da,5,30,25,20414,1679599,103.102718996,1619.15070694,34013,122.864053596,2010.69313647,34013,40.1980934863,1875.94825019,34013
poisson3Db,5,30,25,85623,2374949,-1,-1,-1,-1,-1,-1,-1,-1,-1
poisson3Da,5,30,500,13514,352762,156.469562378,1484.89687105,31706,157.75218282,1911.98915989,31706,60.5904661495,2277.84330607,31706
sme3Da,5,30,500,12504,874887,63.8011642171,1232.92981962,42863,111.13861114,1579.12339811,42863,67.5326120053,1431.42506545,42863
poisson2D,5,30,25000,367,2417,190.868898957,1049.95655951,61289,288.087832428,1231.06960951,61289,259.255123295,1173.68080285,61289
pkustk03,5,30,25,63336,3130416,174.746486879,3412.51744186,18591,100.902957038,4086.70496084,18591,224.379402057,4363.96282528,18591
pkustk14,5,30,25,151926,14836504,124.864128167,1717.85071401,50911,111.358815792,2126.38601185,50911,50.155244448,1865.60114008,50911
pkustk01,5,30,500,22044,979380,159.556773764,2129.54990215,14703,148.202769819,2717.22926107,14703,182.501462162,2821.33666219,14703
pkustk13,5,30,25,94893,6616827,60.9341082583,1400.68310754,16657,69.7659972038,1654.75833611,16657,96.0016423805,1487.37307058,16657
pkustk11,5,30,25,87804,5217912,105.95149919,2720.49635036,10815,101.423422448,3362.05670103,10815,375.29236029,3319.28244275,10815
pkustk10,5,30,25,80676,4308984,147.458932786,3614.91946309,26166,194.398010718,4411.92901024,26166,461.33349002,4188.90213869,26166
pkustk02,5,30,500,10800,810000,267.835224021,2997.77942265,46197,262.974026069,3752.3162446,46197,124.480063225,4388.65811811,46197
pkustk08,5,30,25,22209,3226671,182.503925801,3310.5379617,49224,144.119612016,4158.08118557,49224,191.074379212,3754.85376261,49224
pkustk04,5,30,25,55590,4218660,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk09,5,30,25,33960,1583640,143.722549613,3417.92805755,2430,397.706861703,3417.92805755,2430,595.604816581,3326.97478992,2430
pkustk05,5,30,25,37164,2205144,132.466842245,2922.01060071,24711,159.319416985,3630.86278814,24711,109.365161591,3724.90540541,24711
pkustk06,5,30,25,43164,2571768,165.944544033,2920.25132475,18534,181.813463604,3632.44067797,18534,171.995860435,3727.2,18534
pkustk12,5,30,25,94653,7512317,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkustk07,5,30,25,16860,2418804,153.860459741,3283.44434389,53853,125.943776335,4095.04063205,53853,173.216299942,3752.02275078,53853
eurqsa,5,30,5000,7245,46142,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zhao1,5,30,500,33861,166453,696.119037106,4454.58519179,18558,740.911108084,7053.09322034,18558,604.055466103,8322.65,18558
Zhao2,5,30,500,33861,166453,158.488332889,5847.29508197,8418,238.76722429,7376.05612999,8418,568.915741191,8406.71717172,8418
offshore,5,30,25,259789,4242673,100.099073158,2833.48597507,33696,63.7712200374,3510.20932157,33696,333.838490879,2903.28900547,33696
2cubes_sphere,5,30,25,101492,1647264,85.060059817,3046.72749692,27692,122.784735979,3743.78181818,27692,215.600675546,3998.21359223,27692
pwtk,5,30,25,217918,11524432,122.436143681,1766.64772611,26906,130.644635242,2217.9430331,26906,142.465437362,2061.6157424,26906
msc01440,5,30,5000,1440,44998,312.247509728,3704.55543359,32542,132.441097906,5222.20502901,32542,142.287549283,5587.5,32542
msc00726,5,30,5000,726,34518,76.4824320197,2257.55395683,42290,34.9976140479,2953.62236167,42290,22.2205865366,3110.66386302,42290
bcsstk39,5,30,25,46772,2060662,168.616770011,4353.51126761,46946,551.365484636,5034.19055375,46946,490.084658542,4977.44444444,46946
bcsstk34,5,30,5000,588,21418,136.903927106,3279.93874426,47860,289.495858391,4583.02425107,47860,291.340433759,4714.15994131,47860
bcsstm37,5,30,5000,25503,15525,-1,-1,-1,-1,-1,-1,-1,-1,-1
crystk01,5,30,500,4875,315891,184.891874063,5512.93193717,65229,213.282346298,7386.38347623,65229,327.950012289,8334.85488127,65229
msc10848,5,30,25,10848,1229776,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm36,5,30,500,23052,320606,-1,-1,-1,-1,-1,-1,-1,-1,-1
pct20stif,5,30,25,52329,2698463,48.9239961665,1570.70023283,38326,252.775216093,1730.52351432,38326,67.6951284004,1795.78283052,38326
nasa1824,5,30,5000,1824,39208,280.234405702,2875.89242054,9040,115.734075057,4047.6256022,9040,50.6823185786,4367.76828815,9040
nasa4704,5,30,500,4704,104756,520.222728724,2713.88601036,13707,100.293262912,4718.73873874,13707,186.289023875,5326.57627119,13707
msc04515,5,30,2500,4515,97707,110.367723814,5541.03969754,21997,1077.50989608,6414.02625821,21997,173.803300171,8242.99775028,21997
crystm02,5,30,500,13965,322905,204.153929217,6039.37032419,7396,150.537761587,7762.13942308,7396,894.74315007,8572.69911504,7396
pcrystk03,5,30,25,24696,1751178,559.985737709,5274.63253012,35588,335.085807816,6986.08244681,35588,668.35571509,7337.33798883,35588
bcsstm35,5,30,5000,30237,20619,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstm34,5,30,5000,588,24270,80.0799738574,2643.79084967,18929,157.855150903,3537.90087464,18929,123.301528826,3703.45879959,18929
crystk02,5,30,500,13965,968583,478.329064242,5660.91759205,65201,711.964250932,7367.51774848,65201,376.314090052,8770.74856625,65201
pcrystk02,5,30,500,13965,968583,676.153384054,5475.31373657,45435,175.652275271,7563.11556481,45435,919.950109222,8252.62425447,45435
crystm01,5,30,500,4875,105339,343.106667644,5411.25,8910,318.142486944,7315.20833333,8910,418.603759474,8229.609375,8910
msc23052,5,30,25,23052,1142686,167.453298905,1398.06606852,53619,116.301410451,2131.87686567,53619,112.712804556,2072.58645707,53619
bcsstm39,5,30,5000,46772,46772,272.466242395,7300.52029136,20867,180.241712805,9874.45460943,20867,1344.92354993,8519.48998179,20867
crystm03,5,30,500,24696,583770,221.589947351,6261.38720057,30350,289.716128261,8323.71673004,30350,1115.41408833,8791.71686747,30350
bcsstk38,5,30,500,8032,355460,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk35,5,30,25,30237,1450163,75.0233679061,1341.91517582,30945,150.669294078,1381.98506989,30945,55.4923704685,1564.92410072,30945
bcsstk36,5,30,25,23052,1143140,44.6309354469,1746.14052953,22721,44.9260363997,2187.13010204,22721,53.0782746899,2096.22249389,22721
bcsstm38,5,30,5000,8032,10485,-1,-1,-1,-1,-1,-1,-1,-1,-1
bcsstk37,5,30,25,25503,1140977,248.256045891,2657.55512422,8848,362.50979648,3235.28449905,8848,100.576071575,3745.00109409,8848
crystk03,5,30,25,24696,1751178,263.827802337,5495.32845188,65236,278.352569954,7042.27077748,65236,329.009751025,7658.21282799,65236
nasa2910,5,30,500,2910,174296,46.5455787207,2264.56474664,59587,149.301399407,2913.02506964,59587,62.6733934458,3249.77004351,59587
msc01050,5,30,5000,1050,26198,-1,-1,-1,-1,-1,-1,-1,-1,-1
ct20stif,5,30,25,52329,2600295,57.7312949218,1494.42241379,22645,56.9569970631,1859.12416587,22645,121.198949958,1634.03540008,22645
finan512,5,30,500,74752,596992,-1,-1,-1,-1,-1,-1,-1,-1,-1
pfinan512,5,30,500,74752,596992,-1,-1,-1,-1,-1,-1,-1,-1,-1
coupled,5,30,2500,11341,97193,-1,-1,-1,-1,-1,-1,-1,-1,-1
iprob,5,30,25000,3001,9000,-1,-1,-1,-1,-1,-1,-1,-1,-1
language,5,30,25,399130,1216334,-1,-1,-1,-1,-1,-1,-1,-1,-1
Alemdar,5,30,5000,6245,42581,135.558162075,4645.2,46485,671.684700141,5602.76315789,46485,245.160088302,6961.47138965,46485
Emilia_923,5,30,25,923136,40373538,181.809821895,3300.10936734,16429,111.683144412,3592.16483777,16429,346.790082346,5833.7642809,16429
Fault_639,5,30,25,638802,27245944,-1,-1,-1,-1,-1,-1,-1,-1,-1
StocF-1465,5,30,25,1465137,21005389,-1,-1,-1,-1,-1,-1,-1,-1,-1
Transport,5,30,25,1602111,23487281,131.156595801,3440.51967773,37619,73.1830792223,3523.09215,37619,477.298885186,6786.92381044,37619
CoupCons3D,5,30,25,416800,17277420,259.931515341,3148.60041307,35348,90.6275717025,4096.11664296,35348,114.01582109,4336.70180723,35348
ML_Laplace,5,30,25,377002,27582698,419.290035093,5887.86779565,16576,484.85955861,7249.70159453,16576,659.243267099,7612.52014719,16576
PFlow_742,5,30,25,742793,37138461,121.312955922,2029.05450738,1356,108.487220065,2415.35256243,1356,143.285290817,2724.8919732,1356
cell1,5,30,5000,7055,30082,218.348873867,6004.39121756,56932,366.60493633,7986.37168142,56932,398.575821055,9069.94974874,56932
cell2,5,30,5000,7055,30082,188.922398748,6028.45691383,39113,395.802539751,8014.74245115,39113,402.164587977,9115.75757576,39113
denormal,5,30,25,89400,1156224,401.268319504,6828.09448819,12533,688.696594993,8848.65306122,12533,817.235838319,10025.0635838,12533
aft01,5,30,500,8205,125567,800.358947201,4121.45514223,60374,314.351448029,6562.73519164,60374,317.309176006,7625.52631579,60374
email,5,30,5000,1133,10902,-1,-1,-1,-1,-1,-1,-1,-1,-1
celegans_metabolic,5,30,25000,453,4065,-1,-1,-1,-1,-1,-1,-1,-1,-1
PGPgiantcompo,5,30,5000,10680,48632,-1,-1,-1,-1,-1,-1,-1,-1,-1
jazz,5,30,25000,198,5484,29.6338721662,550.234113712,39979,37.2348486889,697.118644068,39979,31.7416710271,677.762214715,39979
vibrobox,5,30,500,12328,301700,75.4314956027,1330.83370093,56645,32.0224909345,1745.6123433,56645,165.569321047,1821.12676056,56645
BenElechi1,5,30,25,245874,13150496,209.73805689,6010.28153565,41462,335.612392561,7672.40140023,41462,945.90040889,7116.06926407,41462
GT01R,5,30,500,7980,430909,119.218539335,4090.90822785,13738,632.725160381,5053.66301798,13738,210.839627184,6037.95889771,13738
PR02R,5,30,25,161070,8185136,372.598697656,3123.30297634,56262,137.053018164,4173.25084976,56262,492.626815446,3925.0971867,56262
DK01R,5,30,5000,903,11766,142.02584635,3326.86145146,1249,130.256604484,4257.90108565,1249,127.851447266,4566.36481242,1249
robot,5,30,250000,120,870,12.0612606961,567.638103523,6045,18.1532952599,874.547647768,6045,13.4217296063,880.032369007,6045
rotor2,5,30,5000,791,10685,41.9473335939,1461.69630643,39272,28.9996960213,1926.38221154,39272,94.4774336112,1983.60148515,39272
rotor1,5,30,250000,100,708,-1,-1,-1,-1,-1,-1,-1,-1,-1
Stanford,5,30,25,281903,2312497,-1,-1,-1,-1,-1,-1,-1,-1,-1
Stanford_Berkeley,5,30,25,683446,7583376,-1,-1,-1,-1,-1,-1,-1,-1,-1
goodwin,5,30,500,7320,324772,76.0569823402,2736.07413648,7281,409.897529302,3195.5264021,7281,146.355708563,4117.98816568,7281
rim,5,30,25,22560,1014951,53.4446490864,2503.99095395,43890,324.151643364,2927.74326923,43890,370.073016298,2364.01630435,43890
Andrews,5,30,500,60000,760154,108.61729369,1955.79931389,63383,129.489431866,2484.97548218,63383,155.27870355,2520.40450928,63383
dielFilterV2real,5,30,25,1157456,48538952,37.0304988255,1251.02541281,5330,20.6301468311,1392.87626263,5330,110.580896348,2735.10247934,5330
gsm_106857,5,30,25,589446,21758924,122.373227101,1725.25562956,55590,90.5442566652,1992.57545788,55590,76.6610213095,1920.01800106,55590
pwt,5,30,500,36519,326107,90.7931547826,3954.40986257,62673,500.345147827,4696.69227076,62673,209.073969851,5907.73550725,62673
barth,5,30,5000,6691,26439,46.7255756028,2767.51570133,44929,387.657798461,3105.5990603,44929,168.016344932,4090.61371841,44929
shuttle_eddy,5,30,500,10429,103599,118.441484746,2592.13511259,25722,77.4928246887,3334.73175966,25722,47.7341125694,3979.47503201,25722
skirt,5,30,500,12598,196520,113.997175346,3301.00783875,22826,147.280068268,4331.81484203,22826,298.333376009,4904.82529118,22826
barth4,5,30,5000,6019,23492,391.609222237,2438.61591696,14076,108.801941471,3527.32732733,14076,360.614026491,4057.3402418,14076
barth5,5,30,2500,15606,61484,496.20310059,3083.45035105,61511,110.963646054,4556.62055336,61511,203.401073895,5187.06411699,61511
nasasrb,5,30,25,54870,2677324,-1,-1,-1,-1,-1,-1,-1,-1,-1
nasa2146,5,30,2500,2146,72250,125.32563139,5783.08431163,59679,186.510652097,7610.60393258,59679,209.009198942,8185.42296073,59679
cage10,5,30,500,11397,150645,524.102967703,3370.13422819,2324,121.483650234,4828.36538462,2324,177.226844831,5649.1875,2324
cage13,5,30,25,445315,7479343,256.904221622,2432.57035993,49873,127.209668379,3191.75376956,49873,287.298774305,3041.20750881,49873
cage6,5,30,250000,93,785,63.0623739428,982.150304446,27973,39.4513855748,1275.73131094,27973,46.1242761482,1268.72104299,27973
cage8,5,30,5000,1015,11003,67.6203883728,2741.61129568,6738,83.2391510437,3340.99190283,6738,97.2914151459,3537.94212219,6738
cage9,5,30,5000,3534,41594,113.141241752,3357.06214689,18237,122.727972291,4621.55555556,18237,467.905686349,4812.26378712,18237
cage5,5,30,250000,37,233,14.0872626946,483.135194913,8062,9.76767653528,595.096202963,8062,6.95402581987,547.205260686,8062
cage12,5,30,25,130228,2032536,133.05989677,2862.72676056,23030,156.228064127,3545.12093023,23030,150.165373136,3718.05365854,23030
cage7,5,30,25000,340,3084,207.792050562,1675.47989859,24908,305.17127979,2295.78163772,24908,308.978345564,2437.3024236,24908
cage4,5,30,500000,9,49,4.809134597,398.481973435,55112,2.00189078017,363.861386139,55112,0.791673792133,250.639386189,55112
cage11,5,30,500,39082,559722,84.9654204864,3186.87796546,59373,343.043172011,4071.69253152,59373,167.831183646,4730.04507042,59373
heart2,5,30,500,2339,680341,34.1731655404,3103.27352896,40408,298.393435423,3850.98679245,40408,246.570668505,4240.64616663,40408
fv3,5,30,2500,9801,87025,251.161288594,7029.48303716,5309,239.047544945,9238.32271762,5309,130.814498198,10869.0674438,5309
torso2,5,30,25,115967,1033473,648.47785298,5784.36380597,48043,534.797118105,7561.99756098,48043,592.151592876,8564.69337017,48043
torso1,5,30,25,116158,8516500,-1,-1,-1,-1,-1,-1,-1,-1,-1
heart1,5,30,25,3557,1385317,196.46544612,1942.03317757,4931,177.817953367,2332.18350168,4931,82.8898885228,2555.93542435,4931
fv1,5,30,2500,9604,85264,271.875690682,7031.1159978,43182,342.20649328,9241.04046243,43182,538.634021109,10552.4752475,43182
heart3,5,30,500,2339,680341,21.7694635485,3125.60949464,41736,358.000628965,3854.62322946,41736,314.066953061,4197.04503393,41736
fv2,5,30,2500,9801,87025,931.397208759,5985.21320495,43808,350.36007693,9065.10416667,43808,866.193810471,10335.5106888,43808
lung2,5,30,500,109460,492564,466.544934023,3584.02134368,36307,149.321638561,5193.99648506,36307,551.113452145,5824.5644462,36307
lung1,5,30,25000,1650,7419,61.1693589104,3159.71039182,54521,129.570311488,4043.78633721,54521,287.907008014,4336.90568979,54521
stomach,5,30,25,213360,3021648,339.177045277,3646.39742558,43960,164.230902657,5672.68085106,43960,182.447152831,5651.46134663,43960
torso3,5,30,25,259156,4429042,193.176939695,4748.79413867,11652,279.569941823,5848.2068662,11652,212.603432429,5921.17914439,11652
netz4504,5,30,25000,1961,5156,174.201686497,1892.34157083,33439,75.1554382502,2603.16391787,33439,223.3231279,2635.09369676,33439
stufe,5,30,25000,1036,3736,154.153009353,4300.84420568,24390,231.188771254,5843.58706986,24390,204.18474881,6144.73684211,24390
grid2_dual,5,30,5000,3136,12224,218.985173031,6355.63258232,7616,299.227523024,8204.02684564,7616,911.852055073,8710.6888361,7616
crack_dual,5,30,2500,20141,60086,523.018384307,6786.82228916,35152,547.400310845,9178.10590631,35152,399.482736976,10347.761194,35152
ukerbe1,5,30,5000,5981,15704,86.6018079456,2321.9319862,27636,425.87944027,2553.49593496,27636,182.730672962,3494.95548961,27636
3elt,5,30,5000,4720,27444,153.552406014,4412.21864952,6725,48.785712678,5217.4904943,6725,472.282547998,5210.88607595,6725
grid2,5,30,5000,3296,12864,302.988465575,5091.29287599,59184,414.58271612,6453.51170569,59184,289.323670105,7537.5,59184
grid1_dual,5,30,250000,224,840,142.934533739,1501.60886664,6895,233.022397569,2012.45807379,6895,134.413644078,1934.59235375,6895
ukerbe1_dual,5,30,25000,1866,7076,83.5047074459,5793.66812227,65035,566.741473509,6825.72347267,65035,236.987727156,8189.81481481,65035
wave,5,30,25,156317,2118662,117.34289077,1824.3358209,21392,136.530441632,2261.91672598,21392,274.903028364,2056.95339806,21392
brack2,5,30,500,62631,733118,134.151892906,2193.65050868,34288,176.889430619,2694.95650043,34288,195.430594051,2896.93624868,34288
bfly,5,30,500,49152,196608,593.446250301,4886.69428335,55801,1053.62308459,5238.22380107,55801,1199.03607968,7063.76047904,55801
